iid,gender,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,dec,attr,sinc,intel,fun,like,prob,met
320,1,295.0,0,0.35,1,30.0,2.0,10.0,18.0,20.0,16.0,16.0,20.0,0,5.0,9.0,8.0,5.0,7.0,5.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,5.0,7.0,7.0,5.0,3.0,2.0,0.0
320,1,296.0,0,-0.13,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,5.0,8.0,8.0,5.0,6.0,1.0,0.0
320,1,297.0,0,0.47,1,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,0,3.0,7.0,7.0,6.0,4.0,7.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,6.0,10.0,7.0,5.0,8.0,1.0,0.0
320,1,299.0,0,0.55,0,24.0,4.0,10.0,40.0,10.0,20.0,10.0,10.0,0,7.0,9.0,9.0,7.0,6.0,5.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,6.0,10.0,8.0,6.0,6.0,1.0,0.0
320,1,300.0,0,0.64,1,35.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,0,8.0,9.0,10.0,9.0,8.0,8.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,9.0,4.0,5.0,2.0,3.0,1.0,0.0
320,1,301.0,0,0.63,1,34.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,0,5.0,6.0,10.0,4.0,5.0,5.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,7.0,8.0,9.0,2.0,5.0,1.0,0.0
320,1,302.0,0,-0.35,1,21.0,2.0,50.0,5.0,20.0,10.0,5.0,10.0,0,6.0,9.0,8.0,6.0,4.0,7.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,5.0,8.0,6.0,10.0,9.0,5.0,0.0
320,1,303.0,0,0.8,1,33.0,2.0,20.0,25.0,25.0,10.0,15.0,5.0,0,5.0,8.0,9.0,7.0,6.0,8.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,7.0,7.0,7.0,5.0,5.0,2.0,0.0
320,1,304.0,0,0.49,1,28.0,2.0,5.0,20.0,25.0,25.0,15.0,10.0,0,5.0,6.0,7.0,3.0,5.0,5.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,5.0,7.0,6.0,5.0,5.0,3.0,0.0
320,1,305.0,0,0.45,0,29.0,4.0,10.0,47.0,16.0,12.0,3.0,12.0,0,7.0,7.0,7.0,5.0,6.0,6.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,8.0,2.0,9.0,5.0,5.0,1.0,0.0
320,1,306.0,0,0.2,0,22.0,4.0,16.0,20.0,19.0,16.0,18.0,11.0,0,6.0,6.0,7.0,6.0,5.0,5.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,6.0,7.0,4.0,4.0,5.0,1.0,0.0
320,1,307.0,0,0.48,0,27.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,0,5.0,6.0,6.0,5.0,5.0,4.0,2.0,36.0,history,2.0,6.0,8.0,Pennsylvania,4.0,5.0,5.0,Professor or journalist,2.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,20.0,16.0,16.0,16.0,16.0,8.0,8.0,9.0,9.0,0,6.0,8.0,8.0,4.0,5.0,2.0,0.0
321,1,294.0,0,0.55,0,30.0,4.0,20.0,20.0,35.0,5.0,10.0,10.0,0,5.0,7.0,7.0,4.0,3.0,1.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,7.0,7.0,7.0,7.0,6.0,5.0,0.0
321,1,296.0,0,0.16,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,1,8.0,7.0,8.0,9.0,8.0,8.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,4.0,7.0,7.0,6.0,5.0,5.0,0.0
321,1,297.0,0,0.28,1,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,0,4.0,7.0,7.0,7.0,6.0,8.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,6.0,7.0,7.0,7.0,6.0,5.0,0.0
321,1,298.0,0,0.31,1,22.0,2.0,10.0,30.0,20.0,10.0,15.0,15.0,1,7.0,7.0,7.0,7.0,7.0,7.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,4.0,7.0,7.0,6.0,5.0,5.0,0.0
321,1,299.0,0,0.57,0,24.0,4.0,10.0,40.0,10.0,20.0,10.0,10.0,0,6.0,7.0,7.0,2.0,4.0,3.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,6.0,7.0,7.0,6.0,5.0,5.0,0.0
321,1,300.0,0,0.66,1,35.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,0,9.0,8.0,10.0,9.0,7.0,9.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,4.0,7.0,7.0,5.0,4.0,5.0,0.0
321,1,301.0,0,0.63,1,34.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,6.0,7.0,7.0,7.0,6.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,6.0,7.0,8.0,7.0,7.0,5.0,0.0
321,1,303.0,0,0.51,1,33.0,2.0,20.0,25.0,25.0,10.0,15.0,5.0,0,4.0,6.0,8.0,6.0,6.0,7.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,5.0,7.0,7.0,6.0,6.0,5.0,0.0
321,1,305.0,0,0.47,0,29.0,4.0,10.0,47.0,16.0,12.0,3.0,12.0,1,7.0,6.0,7.0,6.0,6.0,6.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,4.0,8.0,7.0,6.0,5.0,5.0,0.0
321,1,306.0,0,-0.08,0,22.0,4.0,16.0,20.0,19.0,16.0,18.0,11.0,0,6.0,6.0,8.0,6.0,6.0,6.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,4.0,8.0,7.0,7.0,6.0,5.0,0.0
321,1,307.0,0,0.4,0,27.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,0,4.0,7.0,8.0,5.0,7.0,3.0,2.0,29.0,business,2.0,3.0,3.0,France  / New York,1.0,5.0,1.0,Finance,7.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,30.0,15.0,15.0,20.0,10.0,6.0,8.0,7.0,7.0,0,6.0,8.0,7.0,8.0,7.0,5.0,0.0
323,0,332.0,1,0.33,1,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,1,8.0,10.0,9.0,7.0,8.0,7.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,1,6.0,7.0,8.0,8.0,6.0,7.0,0.0
323,0,333.0,1,-0.33,0,23.0,2.0,50.0,5.0,15.0,20.0,10.0,0.0,1,8.0,8.0,7.0,7.0,8.0,6.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,1,8.0,7.0,8.0,7.0,7.0,5.0,0.0
323,0,334.0,0,-0.37,1,29.0,4.0,40.0,10.0,15.0,10.0,10.0,15.0,0,8.0,7.0,7.0,6.0,7.0,7.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,1,8.0,7.0,8.0,7.0,7.0,5.0,0.0
323,0,336.0,0,0.49,0,25.0,3.0,20.0,15.0,30.0,10.0,15.0,10.0,0,6.0,5.0,4.0,3.0,3.0,1.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,0,6.0,7.0,7.0,6.0,6.0,5.0,0.0
323,0,337.0,0,-0.07,0,28.0,2.0,17.0,17.0,17.0,17.0,16.0,16.0,1,10.0,10.0,9.0,7.0,8.0,6.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,0,6.0,8.0,7.0,7.0,6.0,5.0,0.0
323,0,338.0,0,0.51,0,27.0,6.0,10.0,20.0,25.0,20.0,20.0,5.0,0,6.0,6.0,7.0,6.0,6.0,6.0,2.0,25.0,instructional tech & media,4.0,1.0,1.0,Taiwan,2.0,4.0,3.0,Education,2.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,6.0,8.0,0,6.0,7.0,7.0,6.0,6.0,5.0,0.0
324,0,332.0,1,0.04,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,1,10.0,10.0,9.0,10.0,10.0,10.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,1.0,10.0,10.0,6.0,3.0,5.0,0.0
324,0,333.0,0,-0.25,1,23.0,2.0,50.0,5.0,15.0,20.0,10.0,0.0,0,7.0,8.0,7.0,7.0,8.0,7.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,3.0,6.0,7.0,7.0,7.0,4.0,0.0
324,0,334.0,0,-0.26,0,29.0,4.0,40.0,10.0,15.0,10.0,10.0,15.0,0,6.0,8.0,6.0,6.0,6.0,7.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,2.0,6.0,8.0,9.0,7.0,3.0,0.0
324,0,335.0,1,-0.12,1,24.0,2.0,20.0,10.0,20.0,20.0,15.0,15.0,1,6.0,7.0,7.0,7.0,7.0,5.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,1.0,7.0,10.0,6.0,1.0,6.0,0.0
324,0,336.0,1,0.33,0,25.0,3.0,20.0,15.0,30.0,10.0,15.0,10.0,1,7.0,7.0,6.0,8.0,7.0,3.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,3.0,7.0,8.0,9.0,2.0,8.0,0.0
324,0,337.0,0,0.15,1,28.0,2.0,17.0,17.0,17.0,17.0,16.0,16.0,0,6.0,6.0,7.0,7.0,5.0,5.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,1.0,7.0,9.0,7.0,3.0,6.0,0.0
324,0,338.0,0,0.2,0,27.0,6.0,10.0,20.0,25.0,20.0,20.0,5.0,0,5.0,6.0,6.0,5.0,4.0,4.0,2.0,23.0,school psychology,2.0,8.0,3.0,"Erie, PA",1.0,4.0,2.0,school psychologist,3.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,40.0,10.0,15.0,20.0,10.0,9.0,9.0,9.0,9.0,1,1.0,7.0,9.0,2.0,2.0,4.0,0.0
325,0,332.0,0,0.37,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,0,5.0,10.0,9.0,10.0,7.0,5.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,5.0,7.0,8.0,7.0,5.0,5.0,0.0
325,0,333.0,0,-0.05,0,23.0,2.0,50.0,5.0,15.0,20.0,10.0,0.0,0,5.0,8.0,7.0,7.0,8.0,6.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,7.0,7.0,7.0,7.0,7.0,5.0,0.0
325,0,334.0,0,-0.18,0,29.0,4.0,40.0,10.0,15.0,10.0,10.0,15.0,0,7.0,8.0,8.0,8.0,8.0,8.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,7.0,6.0,7.0,8.0,6.0,5.0,0.0
325,0,335.0,0,0.13,0,24.0,2.0,20.0,10.0,20.0,20.0,15.0,15.0,0,4.0,8.0,5.0,7.0,5.0,4.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,8.0,7.0,8.0,5.0,8.0,5.0,0.0
325,0,336.0,0,0.63,1,25.0,3.0,20.0,15.0,30.0,10.0,15.0,10.0,0,6.0,8.0,8.0,7.0,4.0,3.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,6.0,7.0,6.0,8.0,5.0,4.0,0.0
325,0,337.0,1,0.37,0,28.0,2.0,17.0,17.0,17.0,17.0,16.0,16.0,1,10.0,9.0,9.0,10.0,9.0,6.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,6.0,8.0,8.0,7.0,5.0,5.0,0.0
325,0,338.0,1,0.63,0,27.0,6.0,10.0,20.0,25.0,20.0,20.0,5.0,1,5.0,6.0,7.0,7.0,6.0,6.0,2.0,30.0,school psychology,3.0,2.0,4.0,New York,2.0,6.0,2.0,School Psychologist,3.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,8.0,1,5.0,5.0,7.0,5.0,4.0,4.0,0.0
326,0,332.0,0,0.48,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,0,6.0,10.0,9.0,8.0,6.0,2.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,7.0,10.0,8.0,10.0,8.0,9.0,0.0
326,0,333.0,0,-0.52,0,23.0,2.0,50.0,5.0,15.0,20.0,10.0,0.0,0,4.0,7.0,5.0,5.0,5.0,5.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,9.0,10.0,9.0,10.0,9.0,6.0,0.0
326,0,334.0,0,-0.11,0,29.0,4.0,40.0,10.0,15.0,10.0,10.0,15.0,0,6.0,8.0,8.0,8.0,6.0,7.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,8.0,10.0,9.0,10.0,8.0,8.0,0.0
326,0,335.0,0,0.18,0,24.0,2.0,20.0,10.0,20.0,20.0,15.0,15.0,0,4.0,7.0,6.0,6.0,4.0,1.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,7.0,10.0,10.0,6.0,7.0,6.0,0.0
326,0,336.0,0,0.6,0,25.0,3.0,20.0,15.0,30.0,10.0,15.0,10.0,0,4.0,8.0,7.0,8.0,2.0,4.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,7.0,10.0,9.0,9.0,9.0,8.0,0.0
326,0,337.0,1,-0.09,0,28.0,2.0,17.0,17.0,17.0,17.0,16.0,16.0,1,7.0,10.0,9.0,7.0,6.0,6.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,8.0,10.0,9.0,10.0,8.0,8.0,0.0
326,0,338.0,1,0.48,0,27.0,6.0,10.0,20.0,25.0,20.0,20.0,5.0,1,5.0,8.0,8.0,8.0,7.0,7.0,2.0,36.0,instructional media and technology,1.0,5.0,5.0,"Westchester, new York",2.0,6.0,4.0,Educator,2.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,15.0,15.0,15.0,20.0,20.0,8.0,9.0,6.0,9.0,1,7.0,10.0,9.0,8.0,7.0,7.0,0.0
327,0,332.0,0,0.54,0,30.0,4.0,60.0,10.0,10.0,10.0,5.0,5.0,1,9.0,10.0,10.0,10.0,9.0,10.0,2.0,29.0,sipa / mia,2.0,2.0,7.0,USA/American,2.0,6.0,3.0,Consulting,7.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,15.0,10.0,20.0,20.0,20.0,7.0,7.0,9.0,8.0,0,5.0,10.0,8.0,8.0,8.0,1.0,0.0
327,0,333.0,0,0.02,1,23.0,2.0,50.0,5.0,15.0,20.0,10.0,0.0,1,7.0,8.0,7.0,8.0,8.0,7.0,2.0,29.0,sipa / mia,2.0,2.0,7.0,USA/American,2.0,6.0,3.0,Consulting,7.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,15.0,10.0,20.0,20.0,20.0,7.0,7.0,9.0,8.0,0,8.0,8.0,8.0,10.0,10.0,1.0,0.0
